sep=,
Plate name,Plate ID,Plate type,Well,Hyperwell,Reaction Mix name,Sample name,Target names,Categories,Group,Valid partitions,Volume per well [μL],Count categories,Count random,Random variation,Lambda,Lambda error,Conc. per group [cp/µl],Conc. per group error,Concentration factor,Template volume [µl],Total volume [µl],Undiluted Conc. per group [cp/µl],Undiluted Conc. per group [cp/µl] error,Conversion factor,Conversion factor unit,Conv. Undiluted Conc. per group,Conv. Undiluted Conc. per group error,% intact,% intact error
,,,A1,-,ABX#1,NTC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,---+,19522,20.207,24,-,-,0.001554001866734267,3.1872185126443866E-4,2.0290387119273965,0.41615070637704504,,,,-,-,,,-,-,-,-
,,,A1,-,ABX#1,NTC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,----,19522,20.207,15432,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++++,25295,19.858,0,0.0,0.28508182381724245,0.0,1.1270213374274386E-5,0.0,0.014973980746643942,-,-,-,-,-,-,-,-,-,0.0,0.0022429958794771103
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+++-,25295,19.858,107,-,-,1.2748364008763335E-4,5.113645799981444E-4,0.16937900896727356,0.6794160075874228,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++-+,25295,19.858,0,-,-,0.0,2.0393446185920133E-5,0.0,0.027095411631046267,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++--,25295,19.858,363,-,-,0.0,0.0010802098685376426,0.0,1.4352027984438092,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-++,25295,19.858,2,-,-,4.643860575798131E-5,7.461378760125576E-5,0.06169987784865439,0.09913436257787955,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-+-,25295,19.858,616,-,-,0.006460962105163837,0.0013297606523561428,8.584249379728204,1.7667642789689029,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+--+,25295,19.858,3,-,-,0.0,1.0969299699340859E-4,0.0,0.14574176818783827,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+---,25295,19.858,2092,-,-,0.12813392099500603,0.0028119901322198014,170.24299383282502,3.736103718828041,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+++,25295,19.858,0,-,-,0.0,2.8619778815056864E-5,0.0,0.03802519106941587,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-++-,25295,19.858,591,-,-,0.0,0.0013109797244980322,0.0,1.7418113128792467,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+-+,25295,19.858,3,-,-,0.0,1.1063610982450628E-4,0.0,0.14699481929750094,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+--,25295,19.858,2693,-,-,0.16210062337002656,0.003086372926582879,215.37228557733815,4.1006578353793275,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--++,25295,19.858,6,-,-,3.984750607471943E-5,1.4526048888566925E-4,0.05294272334955169,0.1929979221854919,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--+-,25295,19.858,3493,-,-,0.20559519363167,0.0034632200902153035,273.16061983976135,4.601349524636951,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,---+,25295,19.858,23,-,-,0.0015018449393133793,3.1150644441292223E-4,1.995401192408309,0.4138778340915772,,,,-,-,,,-,-,-,-
,,,A2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,----,25295,19.858,15303,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++++,25170,19.63,0,0.0,0.33508668265033703,0.0,1.3312831103260024E-5,0.0,0.017893313083464722,-,-,-,-,-,-,-,-,-,0.0,0.002508748323874253
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+++-,25170,19.63,96,-,-,0.0,5.216218910563388E-4,0.0,0.7010938346220298,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++-+,25170,19.63,1,-,-,9.332527890704156E-6,5.477786532308587E-5,0.01254352602487715,0.07362502285707069,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++--,25170,19.63,420,-,-,0.0015835885948339845,0.0011754449801685352,2.128446331436569,1.579874699784342,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-++,25170,19.63,1,-,-,1.7868869228582218E-5,5.3729614036865916E-5,0.024016925406363385,0.07221610477578555,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-+-,25170,19.63,640,-,-,0.004720353798454535,0.001421099457022686,6.344463302008378,1.910050334899977,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+--+,25170,19.63,3,-,-,1.5121693841546602E-5,1.1310730326322123E-4,0.020324542552998755,0.1520235908964253,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+---,25170,19.63,2138,-,-,0.1348727631324329,0.002915772975819309,181.2777882061187,3.91898900631771,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+++,25170,19.63,0,-,-,0.0,3.161129737677432E-5,0.0,0.042487644930657854,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-++-,25170,19.63,611,-,-,0.0,0.0013924943993852857,0.0,1.8716032722048588,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+-+,25170,19.63,5,-,-,8.844782583250499E-5,1.3755627498672658E-4,0.11887964527584369,0.18488460312021365,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+--,25170,19.63,2689,-,-,0.16687224144788487,0.0032061230419190316,224.2871736302086,4.309238427814148,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--++,25170,19.63,3,-,-,0.0,1.1619811029803191E-4,0.0,0.15617783709135374,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--+-,25170,19.63,3737,-,-,0.2250462446708142,0.0037142474527974067,302.4768272743129,4.992190768956026,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,---+,25170,19.63,19,-,-,0.0012823543079462096,2.9631630891977206E-4,1.723567807481039,0.39826844088330443,,,,-,-,,,-,-,-,-
,,,A3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,----,25170,19.63,14807,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++++,25088,19.683,0,0.0,0.5670496826722022,0.0,2.2601915340273635E-5,0.0,0.030296648597153867,-,-,-,-,-,-,-,-,-,0.0,0.0034877036168865713
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+++-,25088,19.683,136,-,-,0.0,6.83391568029059E-4,0.0,0.9160495417811662,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++-+,25088,19.683,1,-,-,0.0,6.295147424644009E-5,0.0,0.08438305626774757,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++--,25088,19.683,592,-,-,0.0013682820612737068,0.0015187177447653845,1.834108311977111,2.0357592327333185,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-++,25088,19.683,3,-,-,1.0585807602178643E-4,9.72699758909099E-5,0.1418970420036993,0.1303851569326712,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-+-,25088,19.683,728,-,-,0.0,0.0016427108029337676,0.0,2.2019652402888035,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+--+,25088,19.683,5,-,-,1.0498696284844122E-4,1.539740516048752E-4,0.14072936177377804,0.20639391238850924,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+---,25088,19.683,2452,-,-,0.17124068665481235,0.003441935800553164,229.53890548699735,4.613729317776491,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+++,25088,19.683,0,-,-,0.0,3.756295049782618E-5,0.0,0.050351109380411825,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-++-,25088,19.683,878,-,-,0.0,0.0018089577416689803,0.0,2.42481029600134,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+-+,25088,19.683,4,-,-,0.0,1.4155932956952746E-4,0.0,0.1897526470234422,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+--,25088,19.683,3029,-,-,0.20760603850690368,0.0037747278016202054,278.28469846904164,5.059819047805085,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--++,25088,19.683,2,-,-,0.0,1.1598843198839711E-4,0.0,0.1554762378490001,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--+-,25088,19.683,4112,-,-,0.2724849114477573,0.004279179690599253,365.2513287424493,5.7360095999985115,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,---+,25088,19.683,18,-,-,0.001370176053594574,3.223797382748567E-4,1.836647106540631,0.4321326532867865,,,,-,-,,,-,-,-,-
,,,B1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,----,25088,19.683,13128,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++++,25324,19.231,0,0.0,0.3276900660795585,0.0,1.2939791305132001E-5,0.0,0.01775276656412057,-,-,-,-,-,-,-,-,-,0.0,0.002495434234735367
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+++-,25324,19.231,103,-,-,1.1179276612960365E-4,5.15629262555574E-4,0.1533742572702128,0.7074183590695369,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++-+,25324,19.231,1,-,-,0.0,5.543682119753865E-5,0.0,0.0760566320251604,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++--,25324,19.231,363,-,-,0.0,0.0010946499889153206,0.0,1.5018067343113626,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-++,25324,19.231,1,-,-,1.279565735035071E-7,5.4763018268253315E-5,1.75550217633848E-4,0.07513220706097422,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-+-,25324,19.231,620,-,-,0.0047271524171749735,0.001349337545401235,6.485424022398444,1.851225718780416,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+--+,25324,19.231,6,-,-,2.1478004956465568E-4,1.4696314673304735E-4,0.29466781902729317,0.2016263149812657,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+---,25324,19.231,2161,-,-,0.13394584542842608,0.0028595776164969627,183.7672084542454,3.9232019049272453,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+++,25324,19.231,0,-,-,2.835572933401753E-7,2.1531671586403105E-5,3.8902686430696194E-4,0.029540409918135273,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-++-,25324,19.231,621,-,-,0.0,0.0013587481001770233,0.0,1.8641365438651436,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+-+,25324,19.231,3,-,-,5.591370553226227E-6,1.1114565951268777E-4,0.007671089422095614,0.15248645835280297,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+--,25324,19.231,2733,-,-,0.1665896935047888,0.003168749804186928,228.55298598254626,4.347371162896776,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--++,25324,19.231,0,-,-,0.0,5.201277808326399E-5,0.0,0.07135901081320976,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--+-,25324,19.231,3619,-,-,0.21513919343977528,0.0035890363785056585,295.16054701861736,4.9239839743379585,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,---+,25324,19.231,16,-,-,0.0010606563805096725,2.6808584393618883E-4,1.4551691510252818,0.3678007855240188,,,,-,-,,,-,-,-,-
,,,B2,-,ABX#1,S#1,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,----,25324,19.231,15077,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++++,25355,19.306,0,-0.2317394484954241,0.0984751600420154,9.139834649063427E-6,3.883892411635302E-6,0.012490697056919582,0.005307811943881995,-,-,-,-,-,-,-,-,-,0.0018026563928348436,7.647300774253313E-4
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+++-,25355,19.306,81,-,-,0.0,4.7144452809715624E-4,0.0,0.6442863580915451,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++-+,25355,19.306,0,-,-,0.0,1.69821683580476E-5,0.0,0.02320820107524748,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++--,25355,19.306,383,-,-,0.0,0.0011218068594899438,0.0,1.5330856822118861,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-++,25355,19.306,0,-,-,0.0,1.9338734140864488E-5,0.0,0.026428735189711415,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-+-,25355,19.306,572,-,-,0.0034730420050803623,0.0013013611197640817,4.746334831764233,1.7784684442067507,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+--+,25355,19.306,1,-,-,0.0,6.355538035651204E-5,0.0,0.08685616675262683,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+---,25355,19.306,2137,-,-,0.1309742657024876,0.0028446208509374637,178.99228355404705,3.8875207982561917,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+++,25355,19.306,0,-,-,0.0,2.886718853391125E-5,0.0,0.03945052845119208,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-++-,25355,19.306,583,-,-,0.0,0.0013440037411149909,0.0,1.836744779114157,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+-+,25355,19.306,4,-,-,1.0186614021845397E-4,1.1908510783617341E-4,0.13921248542026776,0.162744301520232,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+--,25355,19.306,2752,-,-,0.16569311503962364,0.003190483430515592,226.43981908243188,4.360184130877622,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--++,25355,19.306,5,-,-,1.1715236586407052E-4,1.2791549761088626E-4,0.16010297425451342,0.174812104473512,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--+-,25355,19.306,3554,-,-,0.2092301687149128,0.0035140788229696134,285.9385046811488,4.802416640693581,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,---+,25355,19.306,12,-,-,7.854945746547104E-4,2.2629049946306471E-4,1.073473990349626,0.30925352418074686,,,,-,-,,,-,-,-,-
,,,B3,-,ABX#1,S#2,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,----,25355,19.306,15271,-,-,-,-,-,-,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++++,25344,19.494,0,-0.1877699618027848,0.09794271694063486,7.4088801052529796E-6,3.8645613584318284E-6,0.010027490135272115,0.00523045998157717,-,-,-,-,-,-,-,-,-,0.001565603040150767,8.156091884040093E-4
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+++-,25344,19.494,53,-,-,0.0,3.918419529445205E-4,0.0,0.5303353896834015,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++-+,25344,19.494,0,-,-,0.0,1.9142010295785153E-5,0.0,0.025907602320919026,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,++--,25344,19.494,364,-,-,0.001444507019569996,0.0010353384378824005,1.9550565919941918,1.4012706137831772,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-++,25344,19.494,0,-,-,0.0,1.8463339674506586E-5,0.0,0.02498906094040124,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+-+-,25344,19.494,431,-,-,0.0,0.0011260506155644793,0.0,1.5240442926568802,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+--+,25344,19.494,2,-,-,0.0,8.974855342307864E-5,0.0,0.12146946924769195,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,+---,25344,19.494,2033,-,-,0.12112015415077654,0.002684402695581605,163.92911393834453,3.6331835806004444,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+++,25344,19.494,0,-,-,0.0,2.5744258610367526E-5,0.0,0.03484336304380511,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-++-,25344,19.494,544,-,-,0.0,0.00125743227857748,0.0,1.7018617645423326,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+-+,25344,19.494,5,-,-,8.41947820612865E-5,1.292084767231146E-4,0.11395276135759634,0.17487619010273192,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,-+--,25344,19.494,2594,-,-,0.15211282946098315,0.0029858777613536204,205.87590502198518,4.041212622117262,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--++,25344,19.494,2,-,-,0.0,9.205584245149715E-5,0.0,0.1245922513204217,,,,-,-,,,-,-,-,-
,,,C1,-,ABX#1,ABC,"Green,Yellow,Orange,Red",GREEN-YELLOW-ORANGE-RED,--+-,25344,19.494,3506,-,-,0.20053249994983047,0.003370921065883277,271.4091247910294,4.562346434916609,,,,-,-,,,-,-,-,-
